Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Solar Hour Angle [deg](TimeStep),TECHO:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep) 
 03/04  00:10:00,21.7,0.9,329.0,0.0,,0.0,189.6366987485473,0.0 
 03/04  00:20:00,22.6,0.8,330.0,0.0,,0.0,187.1366987485473,0.0 
 03/04  00:30:00,21.9,1.3,338.0,0.0,,0.0,184.6366987485473,0.0 
 03/04  00:40:00,21.6,2.1,348.0,0.0,,0.0,182.1366987485473,0.0 
 03/04  00:50:00,21.4,2.0,346.0,0.0,,0.0,179.6366987485473,0.0 
 03/04  01:00:00,21.0,2.3,337.0,0.0,0.0,0.0,177.1366987485473,0.0 
 03/04  01:10:00,21.3,2.1,309.0,0.0,,0.0,174.6366987485473,0.0 
 03/04  01:20:00,20.5,2.4,347.0,0.0,,0.0,172.1366987485473,0.0 
 03/04  01:30:00,20.5,2.7,334.0,0.0,,0.0,169.6366987485473,0.0 
 03/04  01:40:00,20.6,2.2,343.0,0.0,,0.0,167.1366987485473,0.0 
 03/04  01:50:00,20.3,1.8,188.0,0.0,,0.0,164.6366987485473,0.0 
 03/04  02:00:00,19.7,2.0,213.0,0.0,0.0,0.0,162.1366987485473,0.0 
 03/04  02:10:00,19.2,2.2,343.0,0.0,,0.0,159.6366987485473,0.0 
 03/04  02:20:00,19.4,2.5,341.0,0.0,,0.0,157.1366987485473,0.0 
 03/04  02:30:00,19.6,2.1,333.0,0.0,,0.0,154.6366987485473,0.0 
 03/04  02:40:00,18.9,2.1,209.0,0.0,,0.0,152.1366987485473,0.0 
 03/04  02:50:00,18.5,1.9,155.0,0.0,,0.0,149.6366987485473,0.0 
 03/04  03:00:00,18.1,1.2,280.0,0.0,0.0,0.0,147.1366987485473,0.0 
 03/04  03:10:00,17.9,2.0,283.0,0.0,,0.0,144.6366987485473,0.0 
 03/04  03:20:00,18.8,1.9,277.0,0.0,,0.0,142.1366987485473,0.0 
 03/04  03:30:00,19.2,2.2,309.0,0.0,,0.0,139.6366987485473,0.0 
 03/04  03:40:00,18.5,2.5,327.0,0.0,,0.0,137.1366987485473,0.0 
 03/04  03:50:00,18.7,2.2,312.0,0.0,,0.0,134.6366987485473,0.0 
 03/04  04:00:00,17.9,2.2,319.0,0.0,0.0,0.0,132.1366987485473,0.0 
 03/04  04:10:00,17.5,2.4,316.0,0.0,,0.0,129.6366987485473,0.0 
 03/04  04:20:00,17.5,2.2,309.0,0.0,,0.0,127.13669874854732,0.0 
 03/04  04:30:00,17.7,2.0,332.0,0.0,,0.0,124.63669874854732,0.0 
 03/04  04:40:00,17.6,2.5,330.0,0.0,,0.0,122.13669874854732,0.0 
 03/04  04:50:00,17.4,2.3,332.0,0.0,,0.0,119.63669874854732,0.0 
 03/04  05:00:00,17.3,2.7,340.0,0.0,0.0,0.0,117.13669874854732,0.0 
 03/04  05:10:00,17.3,2.9,346.0,0.0,,0.0,114.63669874854732,0.0 
 03/04  05:20:00,17.3,2.8,345.0,0.0,,0.0,112.13669874854732,0.0 
 03/04  05:30:00,17.1,3.2,345.0,0.0,,0.0,109.63669874854732,0.0 
 03/04  05:40:00,16.9,3.3,343.0,0.0,,0.0,107.13669874854732,0.0 
 03/04  05:50:00,16.8,3.3,345.0,0.0,,0.0,104.63669874854732,0.0 
 03/04  06:00:00,16.8,3.2,344.0,0.0,0.0,0.0,102.13669874854732,0.0 
 03/04  06:10:00,16.7,3.1,354.0,0.0,,0.0,99.63669874854732,0.0 
 03/04  06:20:00,16.7,2.8,352.0,0.0,,0.0,97.13669874854732,0.0 
 03/04  06:30:00,16.7,2.7,341.0,0.0,,0.0,94.63669874854732,0.0 
 03/04  06:40:00,16.5,2.3,344.0,0.0,,0.0,92.13669874854732,0.0 
 03/04  06:50:00,16.4,2.7,344.0,0.0,,0.0,89.63669874854732,0.0 
 03/04  07:00:00,16.1,2.6,329.0,0.891,0.1485,0.0,87.13669874854732,0.891 
 03/04  07:10:00,15.9,2.4,323.0,7.444,,8.76,84.63669874854732,7.966539194918631 
 03/04  07:20:00,16.1,2.2,330.0,17.28,,119.8,82.13669874854732,29.315052473655438 
 03/04  07:30:00,16.2,2.3,330.0,26.78,,234.7,79.63669874854732,59.876889194305775 
 03/04  07:40:00,16.6,1.8,306.0,35.4,,345.1,77.13669874854732,97.9487972628096 
 03/04  07:50:00,17.1,1.5,287.0,42.56,,427.4,74.63669874854732,137.04719246030731 
 03/04  08:00:00,17.8,1.2,293.0,49.06,29.754,492.4,72.13669874854732,177.29091510066368 
 03/04  08:10:00,18.8,1.1,266.0,55.15,,537.0,69.63669874854733,215.82626629262592 
 03/04  08:20:00,19.8,1.1,204.0,60.57,,577.1,67.1366987485473,255.26776524600166 
 03/04  08:30:00,20.6,0.8,214.0,65.13,,618.4,64.6366987485473,296.9266024726828 
 03/04  08:40:00,21.2,1.4,201.0,69.48,,657.2,62.13669874854732,339.930953986253 
 03/04  08:50:00,21.1,1.6,189.0,74.43,,680.3,59.636698748547296,378.77205570275436 
 03/04  09:00:00,21.8,1.5,178.0,77.43,67.03166666666667,706.6,57.1366987485473,418.22173893393085 
 03/04  09:10:00,22.3,1.4,156.0,81.8,,728.6,54.63669874854732,457.9426346736076 
 03/04  09:20:00,22.8,1.8,225.0,85.9,,746.6,52.136698748547296,495.90870835740634 
 03/04  09:30:00,22.9,1.6,203.0,90.1,,759.6,49.6366987485473,531.4100878447321 
 03/04  09:40:00,23.1,1.3,170.0,93.1,,777.2,47.13669874854732,568.4516308832451 
 03/04  09:50:00,23.3,1.0,162.0,95.8,,796.6,44.636698748547296,606.4531474827568 
 03/04  10:00:00,23.9,1.7,131.0,94.1,90.13333333333333,828.0,42.1366987485473,648.1821399932455 
 03/04  10:10:00,24.4,1.6,193.0,94.7,,843.0,39.63669874854732,681.4183677889934 
 03/04  10:20:00,24.4,1.6,118.0,98.2,,848.0,37.136698748547296,709.9570071801681 
 03/04  10:30:00,25.0,1.8,97.0,101.8,,852.0,34.6366987485473,736.882425555882 
 03/04  10:40:00,24.8,1.4,183.0,104.0,,857.0,32.13669874854732,762.1022427097687 
 03/04  10:50:00,25.4,1.2,179.0,105.2,,867.0,29.636698748547296,789.1804571008059 
 03/04  11:00:00,25.3,1.8,199.0,107.7,101.93333333333334,869.0,27.136698748547307,810.1427053669476 
 03/04  11:10:00,25.4,1.9,167.0,111.3,,864.0,24.636698748547317,825.1075547199869 
 03/04  11:20:00,25.4,1.7,209.0,112.1,,876.0,22.136698748547296,850.0123701466026 
 03/04  11:30:00,26.2,1.4,191.0,112.3,,880.0,19.636698748547307,866.3741084488049 
 03/04  11:40:00,25.2,1.2,157.0,114.1,,885.0,17.136698748547317,883.8274311406703 
 03/04  11:50:00,27.0,2.0,115.0,115.2,,893.0,14.636698748547298,901.8254894389637 
 03/04  12:00:00,27.0,1.7,171.0,116.1,113.51666666666667,901.0,12.136698748547307,918.2373247706835 
 03/04  12:10:00,27.2,2.2,146.0,116.6,,904.0,9.636698748547316,928.3154354025654 
 03/04  12:20:00,26.8,1.9,192.0,118.8,,901.0,7.136698748547298,933.1125156727228 
 03/04  12:30:00,26.2,1.5,148.0,120.5,,898.0,4.636698748547307,935.776092427647 
 03/04  12:40:00,28.1,1.6,165.0,120.8,,900.0,2.1366987485473157,939.9661348543757 
 03/04  12:50:00,27.6,1.8,250.0,121.4,,896.0,-0.3633012514527021,937.3848384904758 
 03/04  13:00:00,28.4,1.0,247.0,121.3,119.89999999999999,897.0,-2.863301251452693,937.0472013919126 
 03/04  13:10:00,28.9,1.4,311.0,121.6,,895.0,-5.363301251452684,932.7800707071613 
 03/04  13:20:00,27.6,2.0,227.0,123.5,,893.0,-7.863301251452704,928.531501543151 
 03/04  13:30:00,28.4,1.5,172.0,123.5,,881.0,-10.363301251452693,911.8718351084054 
 03/04  13:40:00,29.4,1.5,171.0,125.3,,872.0,-12.863301251452683,898.2988200070187 
 03/04  13:50:00,29.0,2.2,135.0,130.6,,857.0,-15.363301251452704,881.6114118297886 
 03/04  14:00:00,29.3,2.3,79.0,132.7,126.2,850.0,-17.863301251452693,867.4892966751786 
 03/04  14:10:00,28.8,2.0,146.0,134.3,,848.0,-20.363301251452683,855.8504902058542 
 03/04  14:20:00,29.6,1.5,193.0,135.0,,834.0,-22.863301251452704,831.9178549414662 
 03/04  14:30:00,29.3,2.9,127.0,134.5,,834.0,-25.363301251452697,817.3214471595901 
 03/04  14:40:00,29.7,1.1,224.0,132.3,,819.0,-27.863301251452683,787.6725497532423 
 03/04  14:50:00,30.4,1.5,112.0,130.5,,810.0,-30.363301251452704,762.3874540845131 
 03/04  15:00:00,30.4,2.3,122.0,129.0,132.6,806.0,-32.8633012514527,740.3194630656477 
 03/04  15:10:00,30.7,1.5,212.0,125.9,,796.0,-35.36330125145268,711.2072398203369 
 03/04  15:20:00,30.8,2.7,231.0,123.5,,793.7,-37.863301251452704,687.5835641538769 
 03/04  15:30:00,29.5,2.4,153.0,121.1,,785.0,-40.3633012514527,658.5734792018906 
 03/04  15:40:00,30.7,1.7,147.0,118.0,,770.2,-42.86330125145268,624.2487849129853 
 03/04  15:50:00,31.5,1.9,136.0,115.2,,759.6,-45.363301251452704,592.6847622255752 
 03/04  16:00:00,31.5,2.1,172.0,112.8,119.41666666666667,745.6,-47.8633012514527,559.1529384448056 
 03/04  16:10:00,32.0,1.8,238.0,110.1,,735.4,-50.36330125145271,527.4390771261355 
 03/04  16:20:00,31.7,1.4,164.0,106.2,,713.2,-52.863301251452675,487.91166845695204 
 03/04  16:30:00,32.4,0.9,160.0,100.8,,696.9,-55.3633012514527,450.5337468617887 
 03/04  16:40:00,32.0,1.5,156.0,97.5,,667.5,-57.86330125145271,409.5292987582172 
 03/04  16:50:00,31.8,2.3,159.0,94.6,,629.3,-60.36330125145268,366.5381056993408 
 03/04  17:00:00,32.0,1.3,162.0,90.0,99.86666666666667,590.1,-62.8633012514527,323.62900119559504 
 03/04  17:10:00,32.6,1.7,175.0,85.1,,558.4,-65.36330125145271,285.50279844794795 
 03/04  17:20:00,31.7,2.2,216.0,80.5,,517.6,-67.86330125145268,246.71080568405625 
 03/04  17:30:00,31.2,2.5,191.0,74.21,,471.1,-70.3633012514527,207.3797460581381 
 03/04  17:40:00,31.1,1.8,202.0,66.44,,413.2,-72.86330125145271,167.11239997776863 
 03/04  17:50:00,31.1,1.6,207.0,58.72,,361.3,-75.36330125145268,132.454183965663 
 03/04  18:00:00,30.8,1.7,184.0,49.93,69.15,307.6,-77.8633012514527,100.39845864642471 
 03/04  18:10:00,30.1,2.0,177.0,41.03,,239.6,-80.36330125145271,70.66647924674012 
 03/04  18:20:00,30.2,1.2,206.0,29.8,,164.4,-82.86330125145268,43.44789600274464 
 03/04  18:30:00,29.8,1.2,206.0,18.44,,81.3,-85.3633012514527,21.86467214161939 
 03/04  18:40:00,29.0,0.9,241.0,0.0,,0.0,-87.86330125145271,0.0 
 03/04  18:50:00,28.3,0.2,279.0,0.0,,0.0,-90.36330125145268,0.0 
 03/04  19:00:00,27.8,0.0,255.0,0.0,14.878333333333332,0.0,-92.8633012514527,0.0 
 03/04  19:10:00,27.1,0.0,303.0,0.0,,0.0,-95.36330125145271,0.0 
 03/04  19:20:00,26.5,0.6,340.0,0.0,,0.0,-97.86330125145268,0.0 
 03/04  19:30:00,25.8,2.0,346.0,0.0,,0.0,-100.3633012514527,0.0 
 03/04  19:40:00,25.4,2.6,316.0,0.0,,0.0,-102.86330125145271,0.0 
 03/04  19:50:00,25.0,2.4,318.0,0.0,,0.0,-105.36330125145268,0.0 
 03/04  20:00:00,24.7,2.3,321.0,0.0,0.0,0.0,-107.8633012514527,0.0 
 03/04  20:10:00,24.3,2.2,353.0,0.0,,0.0,-110.36330125145271,0.0 
 03/04  20:20:00,24.3,2.2,316.0,0.0,,0.0,-112.86330125145268,0.0 
 03/04  20:30:00,24.2,2.8,239.0,0.0,,0.0,-115.3633012514527,0.0 
 03/04  20:40:00,24.0,2.7,310.0,0.0,,0.0,-117.86330125145271,0.0 
 03/04  20:50:00,24.4,3.1,348.0,0.0,,0.0,-120.36330125145268,0.0 
 03/04  21:00:00,24.2,2.1,251.0,0.0,0.0,0.0,-122.86330125145268,0.0 
 03/04  21:10:00,24.0,1.2,110.0,0.0,,0.0,-125.36330125145271,0.0 
 03/04  21:20:00,24.0,1.6,279.0,0.0,,0.0,-127.86330125145268,0.0 
 03/04  21:30:00,23.8,2.0,348.0,0.0,,0.0,-130.3633012514527,0.0 
 03/04  21:40:00,23.8,2.7,355.0,0.0,,0.0,-132.8633012514527,0.0 
 03/04  21:50:00,23.5,2.1,355.0,0.0,,0.0,-135.3633012514527,0.0 
 03/04  22:00:00,23.5,2.2,284.0,0.0,0.0,0.0,-137.8633012514527,0.0 
 03/04  22:10:00,23.4,1.5,319.0,0.0,,0.0,-140.3633012514527,0.0 
 03/04  22:20:00,23.6,1.5,109.0,0.0,,0.0,-142.8633012514527,0.0 
 03/04  22:30:00,23.5,0.3,273.0,0.0,,0.0,-145.3633012514527,0.0 
 03/04  22:40:00,23.1,0.1,323.0,0.0,,0.0,-147.8633012514527,0.0 
 03/04  22:50:00,23.0,0.6,287.0,0.0,,0.0,-150.3633012514527,0.0 
 03/04  23:00:00,22.6,1.3,284.0,0.0,0.0,0.0,-152.8633012514527,0.0 
 03/04  23:10:00,22.4,1.3,170.0,0.0,,0.0,-155.3633012514527,0.0 
 03/04  23:20:00,22.4,0.8,115.0,0.0,,0.0,-157.8633012514527,0.0 
 03/04  23:30:00,21.9,0.3,215.0,0.0,,0.0,-160.3633012514527,0.0 
 03/04  23:40:00,21.4,1.0,229.0,0.0,,0.0,-162.8633012514527,0.0 
 03/04  23:50:00,21.6,1.0,50.0,0.0,,0.0,-165.3633012514527,0.0 
 03/04  24:00:00,21.3,1.2,46.0,0.0,0.0,0.0,-167.8633012514527,0.0 
 03/05  00:10:00,20.5,0.3,73.0,0.0,,0.0,189.58239419569873,0.0 
 03/05  00:20:00,20.7,1.1,95.0,0.0,,0.0,187.08239419569873,0.0 
 03/05  00:30:00,21.1,0.4,103.0,0.0,,0.0,184.58239419569878,0.0 
 03/05  00:40:00,20.9,1.5,15.0,0.0,,0.0,182.08239419569873,0.0 
 03/05  00:50:00,20.6,2.1,247.0,0.0,,0.0,179.58239419569873,0.0 
 03/05  01:00:00,20.7,2.5,339.0,0.0,0.0,0.0,177.08239419569878,0.0 
 03/05  01:10:00,20.8,2.4,335.0,0.0,,0.0,174.58239419569873,0.0 
 03/05  01:20:00,20.5,2.4,323.0,0.0,,0.0,172.08239419569873,0.0 
 03/05  01:30:00,21.0,1.7,323.0,0.0,,0.0,169.58239419569878,0.0 
 03/05  01:40:00,21.1,1.8,245.0,0.0,,0.0,167.08239419569873,0.0 
 03/05  01:50:00,20.5,1.8,308.0,0.0,,0.0,164.58239419569873,0.0 
 03/05  02:00:00,20.1,2.0,90.0,0.0,0.0,0.0,162.08239419569878,0.0 
 03/05  02:10:00,20.1,1.3,29.0,0.0,,0.0,159.58239419569873,0.0 
 03/05  02:20:00,20.3,1.0,33.0,0.0,,0.0,157.08239419569873,0.0 
 03/05  02:30:00,20.3,0.8,19.0,0.0,,0.0,154.58239419569873,0.0 
 03/05  02:40:00,20.2,1.1,49.0,0.0,,0.0,152.08239419569873,0.0 
 03/05  02:50:00,20.2,0.6,36.0,0.0,,0.0,149.58239419569873,0.0 
 03/05  03:00:00,20.0,0.2,191.0,0.0,0.0,0.0,147.08239419569873,0.0 
 03/05  03:10:00,19.9,0.6,277.0,0.0,,0.0,144.58239419569873,0.0 
 03/05  03:20:00,20.2,1.3,344.0,0.0,,0.0,142.08239419569873,0.0 
 03/05  03:30:00,20.3,2.0,346.0,0.0,,0.0,139.58239419569873,0.0 
 03/05  03:40:00,19.7,2.4,344.0,0.0,,0.0,137.08239419569873,0.0 
 03/05  03:50:00,19.7,2.3,340.0,0.0,,0.0,134.58239419569875,0.0 
 03/05  04:00:00,20.0,2.1,343.0,0.0,0.0,0.0,132.08239419569873,0.0 
 03/05  04:10:00,19.1,2.5,352.0,0.0,,0.0,129.58239419569873,0.0 
 03/05  04:20:00,18.8,2.4,315.0,0.0,,0.0,127.08239419569875,0.0 
 03/05  04:30:00,19.0,2.1,347.0,0.0,,0.0,124.58239419569874,0.0 
 03/05  04:40:00,18.8,2.0,350.0,0.0,,0.0,122.08239419569874,0.0 
 03/05  04:50:00,18.6,1.4,248.0,0.0,,0.0,119.58239419569875,0.0 
 03/05  05:00:00,18.8,1.3,250.0,0.0,0.0,0.0,117.08239419569874,0.0 
 03/05  05:10:00,18.0,2.1,179.0,0.0,,0.0,114.58239419569874,0.0 
 03/05  05:20:00,18.1,1.5,344.0,0.0,,0.0,112.08239419569875,0.0 
 03/05  05:30:00,18.4,1.6,339.0,0.0,,0.0,109.58239419569874,0.0 
 03/05  05:40:00,17.5,1.9,338.0,0.0,,0.0,107.08239419569874,0.0 
 03/05  05:50:00,17.5,1.5,333.0,0.0,,0.0,104.58239419569875,0.0 
 03/05  06:00:00,17.4,1.8,333.0,0.0,0.0,0.0,102.08239419569874,0.0 
 03/05  06:10:00,17.2,2.1,325.0,0.0,,0.0,99.58239419569874,0.0 
 03/05  06:20:00,17.6,1.6,328.0,0.0,,0.0,97.08239419569875,0.0 
 03/05  06:30:00,17.3,1.8,333.0,0.0,,0.0,94.58239419569874,0.0 
 03/05  06:40:00,17.1,2.5,341.0,0.0,,0.0,92.08239419569874,0.0 
 03/05  06:50:00,17.2,2.9,351.0,0.0,,0.0,89.58239419569875,0.0 
 03/05  07:00:00,17.0,3.2,349.0,1.469,0.24483333333333335,0.028,87.08239419569874,1.469522723623689 
 03/05  07:10:00,17.0,2.8,344.0,8.77,,15.95,84.58239419569874,9.721426958784493 
 03/05  07:20:00,17.0,2.8,280.0,18.63,,125.4,82.08239419569875,31.2276258781001 
 03/05  07:30:00,17.2,2.8,144.0,28.32,,227.8,79.58239419569874,60.443866035206035 
 03/05  07:40:00,17.3,2.0,340.0,36.75,,317.2,77.08239419569874,94.2419689706265 
 03/05  07:50:00,17.7,1.8,342.0,44.6,,385.0,74.58239419569875,129.71363850542426 
 03/05  08:00:00,18.4,1.1,179.0,51.56,31.438333333333333,440.8,72.08239419569875,166.35323187727977 
 03/05  08:10:00,19.7,0.2,208.0,57.67,,498.0,69.58239419569875,206.67704024902736 
 03/05  08:20:00,21.3,0.0,237.0,62.81,,547.0,67.08239419569875,247.3528480151844 
 03/05  08:30:00,21.5,0.0,275.0,67.77,,590.1,64.58239419569875,288.95883428061154 
 03/05  08:40:00,22.5,0.0,127.0,72.16,,632.3,62.08239419569877,332.36410560789363 
 03/05  08:50:00,23.4,0.2,106.0,75.95,,668.5,59.582394195698754,375.0131548394698 
 03/05  09:00:00,23.6,0.7,116.0,79.89,69.37499999999999,693.0,57.08239419569876,414.12248667027177 
 03/05  09:10:00,24.3,0.9,145.0,83.0,,719.2,54.58239419569877,454.2898474571213 
 03/05  09:20:00,24.6,1.2,155.0,86.6,,734.3,52.082394195698754,489.8539439416601 
 03/05  09:30:00,24.5,1.8,167.0,89.0,,768.9,49.58239419569876,535.7131734384077 
 03/05  09:40:00,24.3,1.5,121.0,90.5,,794.0,47.08239419569877,576.126859137026 
 03/05  09:50:00,24.8,1.6,81.0,92.1,,816.0,44.582394195698754,615.1893401279557 
 03/05  10:00:00,24.7,1.4,170.0,94.8,89.33333333333333,824.0,42.08239419569876,646.2054146792684 
 03/05  10:10:00,25.8,1.4,171.0,98.1,,827.0,39.58239419569877,673.6825506067586 
 03/05  10:20:00,24.5,2.1,153.0,100.1,,839.0,37.082394195698754,705.3643030945295 
 03/05  10:30:00,25.5,1.9,183.0,101.6,,853.0,34.58239419569876,737.4278274638116 
 03/05  10:40:00,25.9,2.0,149.0,104.0,,858.0,32.08239419569877,762.8701566452527 
 03/05  10:50:00,25.7,2.1,155.0,107.3,,864.0,29.58239419569875,788.9137427163739 
 03/05  11:00:00,26.2,2.5,165.0,110.3,103.56666666666666,869.0,27.08239419569876,812.7427053669475 
 03/05  11:10:00,26.1,2.0,185.0,114.0,,872.0,24.582394195698768,834.4168839303571 
 03/05  11:20:00,26.3,1.9,181.0,115.6,,878.0,22.08239419569875,855.1971015852936 
 03/05  11:30:00,26.9,2.3,174.0,116.7,,882.0,19.58239419569876,872.4879132407341 
 03/05  11:40:00,26.5,1.3,207.0,117.6,,887.0,17.082394195698768,889.0669281601973 
 03/05  11:50:00,26.8,2.2,187.0,119.2,,892.0,14.58239419569875,904.9446098315293 
 03/05  12:00:00,27.1,1.6,183.0,124.7,117.96666666666668,878.0,12.08239419569876,906.3610112637737 
 03/05  12:10:00,27.4,2.0,178.0,127.7,,881.0,9.582394195698768,918.7633833956418 
 03/05  12:20:00,27.5,2.3,221.0,134.7,,872.0,7.08239419569875,922.8026788752657 
 03/05  12:30:00,27.9,2.0,236.0,141.1,,864.0,4.582394195698759,925.5081780150189 
 03/05  12:40:00,28.2,1.3,148.0,146.7,,844.0,2.082394195698768,914.8957975745479 
 03/05  12:50:00,29.2,1.4,82.0,152.5,,839.0,-0.4176058043012496,916.5750887204343 
 03/05  13:00:00,28.5,2.5,96.0,154.1,142.8,820.0,-2.9176058043012407,899.8220793103327 
 03/05  13:10:00,28.1,1.9,146.0,153.9,,813.0,-5.417605804301232,890.7596619943264 
 03/05  13:20:00,28.7,1.7,144.0,155.0,,806.0,-7.91760580430125,881.6017807881071 
 03/05  13:30:00,29.1,2.3,144.0,155.8,,797.4,-10.417605804301239,869.3615224919893 
 03/05  13:40:00,30.0,1.0,98.0,155.0,,806.0,-12.917605804301232,869.492028584469 
 03/05  13:50:00,29.1,1.5,156.0,153.5,,798.2,-15.41760580430125,852.9834409831241 
 03/05  14:00:00,30.1,2.4,203.0,152.5,154.28333333333333,790.4,-17.91760580430124,835.7676001083072 
 03/05  14:10:00,29.9,1.9,204.0,150.3,,790.6,-20.417605804301232,823.0096905150333 
 03/05  14:20:00,30.3,1.5,150.0,148.8,,792.7,-22.917605804301246,811.2062153622305 
 03/05  14:30:00,30.7,2.0,161.0,148.0,,775.5,-25.41760580430124,782.92569816818 
 03/05  14:40:00,30.4,2.1,170.0,143.9,,782.9,-27.917605804301232,770.3849440803582 
 03/05  14:50:00,30.4,2.7,155.0,140.5,,783.9,-30.417605804301246,752.0266361195677 
 03/05  15:00:00,31.4,0.9,156.0,137.4,144.81666666666666,782.4,-32.91760580430124,730.8197864796064 
 03/05  15:10:00,31.7,2.0,154.0,136.7,,787.9,-35.41760580430123,716.0512239377431 
 03/05  15:20:00,31.6,2.7,200.0,137.4,,766.5,-37.917605804301246,682.152490769745 
 03/05  15:30:00,32.3,0.9,136.0,137.6,,743.8,-40.41760580430124,646.864680038683 
 03/05  15:40:00,32.8,1.5,141.0,138.5,,723.6,-42.91760580430123,614.1188272695874 
 03/05  15:50:00,32.7,1.9,151.0,139.6,,702.1,-45.417605804301246,580.940246917557 
 03/05  16:00:00,32.9,1.7,146.0,141.6,138.5666666666667,676.8,-47.91760580430124,546.7658647256496 
 03/05  16:10:00,32.6,2.3,120.0,144.4,,675.0,-50.41760580430126,527.4621118576849 
 03/05  16:20:00,33.0,1.5,125.0,142.7,,631.5,-52.917605804301246,480.685023318235 
 03/05  16:30:00,33.2,2.1,128.0,144.8,,584.3,-55.41760580430126,438.02632844216265 
 03/05  16:40:00,33.1,2.1,114.0,153.5,,554.0,-57.91760580430129,412.4726314787301 
